pID,techniqueID,datasetID,nbUnion,nbInter,nbMinus,nbConstraint,nbUnconstraint,nbTotalUnion,nbTotalInter,nbTotalMinus,nbTotalConstraint,nbTotalUnconstraint,nbReset,nbCancel,nbDisconnection,tct,mcc,f1
4,2,1,1,0,1,2,0,1,0,1,2,0,0,0,0,100474666,0.8837813034870575,0.9103841637309177
4,2,1,1,0,1,2,0,1,0,1,2,0,0,0,0,77462269,0.885006531685316,0.9118147769833164
4,2,2,3,0,0,3,0,3,0,0,3,0,0,0,0,126566513,0.9951853014651686,0.9975819990478338
4,2,2,2,0,0,2,0,2,0,0,2,0,0,0,0,91307987,0.9962125847559024,0.9981066405053958
5,0,0,3,0,2,2,3,3,0,2,2,3,0,0,0,271552996,0.6953856018150042,0.842847104749512
5,0,0,2,0,1,2,1,2,0,1,2,1,0,0,0,168105413,0.739685000595308,0.8730087081771659
5,0,1,1,0,1,2,0,1,0,1,2,0,0,0,0,145693739,0.7374970374588898,0.8003031973539141
5,0,1,2,0,1,3,0,2,0,1,3,0,0,0,0,184915888,0.7023076978066523,0.7687472267416063
5,0,2,2,0,1,2,1,2,0,1,2,1,0,0,0,197070440,0.9546948051141574,0.9774158762836066
5,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,75128249,0.9700359980419165,0.9847873958116439
5,1,0,2,0,1,2,1,4,0,1,2,3,0,2,0,258836824,0.6202177399285118,0.7868349639168811
5,1,0,4,0,2,1,5,7,0,2,2,7,0,3,0,426403543,0.7290265021877235,0.8661783608430417
5,1,1,2,0,1,3,0,2,0,1,3,0,0,0,0,169825766,0.7196609372223114,0.7791734659026223
5,1,1,1,0,1,2,0,1,0,1,2,0,0,0,0,108701618,0.6722344427268122,0.7266124705979449
5,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,118385215,0.9673145056260524,0.9832450381485893
5,1,2,2,0,0,1,1,2,0,0,1,1,0,0,0,121179237,0.9629751309373374,0.9809302384673044
5,2,0,4,0,3,3,4,6,0,3,3,6,0,2,0,696968257,0.8066933289929538,0.9121990266707918
5,2,0,3,0,1,1,3,3,0,1,1,3,0,0,0,369192080,0.7409396035668737,0.8744434099740931
5,2,1,1,0,2,3,0,1,0,2,3,0,0,0,0,294572590,0.5392050732062452,0.6542245278840984
5,2,1,1,0,2,3,0,1,0,2,3,0,0,0,0,233193893,0.7747556054574566,0.8282009157957285
5,2,2,3,0,0,1,2,3,0,0,1,2,0,0,0,214344488,0.9871424606867687,0.9935199487623857
5,2,2,2,0,0,2,0,2,0,0,2,0,0,0,0,122007549,0.9810560790027997,0.9903543468523881
6,0,0,1,0,0,1,0,3,0,0,1,2,6,2,0,312017403,0.7262276844897924,0.9038010362353676
6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,131016931,0.7404157419730203,0.9085680236359274
6,0,1,1,1,1,3,0,1,1,1,3,0,0,0,0,140603869,0.7970733329505473,0.8406308674427339
6,0,1,1,1,1,3,0,1,1,1,3,0,0,0,0,111411633,0.7956605690575556,0.8401045556385363
6,0,2,1,1,0,2,0,3,2,0,5,0,1,1,0,354340840,0.9926506852394127,0.9963228396683051
6,0,2,4,1,4,9,0,4,1,4,9,0,0,0,0,350150034,0.9980011227518947,0.9989992494370777
6,1,0,1,0,1,2,0,1,0,1,2,0,0,0,0,104548904,0.7908839836706961,0.9253469808976222
6,1,0,1,1,4,6,0,1,1,5,7,0,0,1,0,368787592,0.9699793274001532,0.9888629488658557
6,1,1,1,0,1,2,0,1,0,1,2,0,0,0,0,94021468,0.7605443654805902,0.8156133560033281
6,1,1,1,0,3,4,0,1,0,3,4,0,0,0,0,125174053,0.8042243532269977,0.8465481758652946
6,1,2,4,0,2,6,0,4,0,2,6,0,8,0,0,318327372,0.9982006316740372,0.9991005059653945
6,1,2,2,0,2,4,0,2,0,2,4,0,0,0,0,194742884,0.9979013583941487,0.9989491330347537
6,2,0,1,0,4,5,0,1,0,4,5,0,0,0,0,237311663,0.873395894781722,0.9504302621597345
6,2,0,1,2,2,5,0,1,2,2,5,0,0,0,0,225114635,0.868121861612254,0.9453847065797274
6,2,1,1,0,2,3,0,1,0,2,3,0,0,0,0,91143666,0.802101140398982,0.844962979582679
